Name,Ticker,Sub-Sector,Market Cap,Return on Investment,ROCE,Return on Assets,Return on Equity,Net Profit Margin,Interest Coverage Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Inventory Turnover Ratio,Current Ratio,Cash Conversion Cycle,PE Ratio,PB Ratio,Price / Sales,Price / CFO,EV / Invested Capital,EV / Revenue Ratio,EV / Free Cash Flow,EV/EBITDA Ratio,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Insider Trades - 3M Cumulative,Bulk Deals - 3M Cumulative,Dividend Yield,1Y Historical Revenue Growth,1Y Forward Revenue Growth,1Y Historical EPS Growth,1Y Forward EPS Growth
Coal India Ltd,COALINDIA,Mining - Coal,289802.299577175,46.272482440611824,35.16473877637403,14.469201204277391,55.316755767319655,24.81576253804326,60.57334293420556,0.774287840379048,4.019972117290882,0.0,1.5724633168952364,59.7166331376,7.748250162681882,4.995250405661359,1.9227873612246864,8.120848349465382,4.024709766697238,1.664866790820873,12.316931748062965,4.451660704186728,0.1165086081848301,-0.1772148214314768,0.4345369709496189,0.0,,,5.422647527910686,4.086474432049103,1.261170460746741,32.7937010776884,-12.057752512769811
UltraTech Cement Ltd,ULTRACEMCO,Cement,285024.569814955,8.995825202852597,15.291291462768704,5.781045509882193,9.6629043248517,9.790753224099934,10.733698347107444,0.8167857589714224,-26.586760705738985,0.0,0.8844770288569503,26.4964172863,40.68873230763095,5.241332820676269,3.983733370254769,31.43014340999293,4.418719207489283,4.041418168101222,100.80593704328368,21.362441178096955,0.466712452152441,-0.4606916759770101,-0.2353515740294192,-0.0011071383294662,,,0.7089930584973625,12.23586833532324,11.668601522633322,38.55427917637583,29.93326476033737
Asian Paints Ltd,ASIANPAINT,Paints,269425.07399285,23.129731409129462,42.234362593242906,16.851205307753165,26.80014801771774,15.035457126107206,36.81308183457622,1.4902486285787448,4.477732903344335,0.0,2.0941371060787013,95.6857846144,49.34317308846879,16.38251709046151,7.418971634377593,64.24933145249831,14.5969686330856,7.387179866136372,97.6303156658187,31.91440029227545,1.083760003241876,-1.4313613045334446,0.2821509836881501,0.0,,,1.1855350333075405,3.851334270546536,7.713509160916386,33.02564049361376,0.7881474978050925
Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,249378.32738,43.70289767460606,62.51804152325968,26.232576712380048,44.52587211149472,25.858161700993136,11.792670157068065,0.7488675642961429,3.938053678062865,0.0,0.8482209362287286,0.522169149,32.140524214460626,19.283817459016397,8.310948722922083,16.483464034635467,10.075256010155966,8.331577930413918,21.575673373608357,16.971984207739307,0.0112743440199425,-0.089690056537743,0.00068965207124,0.0,,,,-15.421258843757924,7.922961697660466,-26.194599143754164,25.437254901960795
JSW Steel Ltd,JSWSTEEL,Iron & Steel,221100.402937655,7.468963838476726,15.283547689506031,2.036243563033138,6.110472146037925,4.989835729534143,2.6508328192473782,0.8677571838515665,58.76838602329451,0.0,0.9740863027600304,21.2890953701,25.090831018798795,3.296463545706927,1.2519912510130575,9.479929809100671,1.9104846978717915,1.5999264035337402,33.0888163646393,9.52710668434619,0.3335334916707246,-0.270064498936474,0.3444653678669982,-0.0007360596539669,-0.0227545080828395,,,5.381278307206672,5.820453300981316,164.7041028869209,65.71887727022563
Tata Steel Ltd,TATASTEEL,Iron & Steel,208911.90033863505,7.922995664820613,13.042921435943992,3.085639583637302,7.882535074892111,3.575451791376678,3.89506088557956,0.8630069047719475,-56.579091511583975,2.44332510781703,0.8907490025451427,,23.847301531737784,1.9863226357107824,0.8526487698115167,9.634788984712271,1.4674240735335558,1.1383406079379608,36.98792008830011,8.234981122531304,0.3614284880227636,-0.415231971800754,0.2743488154055136,-0.502568138317045,,,2.1044502960691056,-0.4806850468664247,-4.661347731134551,-78.33294539556061,-46.59853635191557
Grasim Industries Ltd,GRASIM,Cement,166957.580919425,5.696353790802247,7.7707572657660124,2.181332327622038,5.710562142740125,5.621545797879565,3.436692241380736,0.3880306958354465,-76.98867180566475,4.504861668463347,0.9708246402175428,,24.45455144808096,1.358217820256799,1.3747238093198917,,1.2921949444142586,2.4040989934005963,,11.530403799356732,0.2626280747998812,0.0519874742419119,0.2707794950058657,0.3111185912808452,,,0.394370906893868,24.666300685680564,-33.2188744558107,-9.594734616524612,-43.52353368014733
Vedanta Ltd,VEDL,Metals - Diversified,164242.50009063,14.47503338934126,29.126630731974064,5.50183281691863,16.005328045651662,2.8434397638851623,3.1513998943475965,0.7756887046966421,-12.08299562327768,0.0,0.6873764569558994,48.7660262211,38.7455768083581,3.322930788650535,1.101707137715522,4.967261457451383,1.886902762402568,1.4689059571413334,11.359295574781097,5.400224411004167,1.957236626708461,1.03669434845151,2.129088834772076,-1.7625764024765402,,0.0,6.68158363026895,-1.2139525021204411,4.1822381607190815,-59.823718554946105,223.8557609457092
Ambuja Cements Ltd,AMBUJACEM,Cement,152886.07427946,7.073194824345066,15.362694642008426,,,10.34935537698952,22.34966350676605,1.336408910343985,,,1.6718709151816926,72.8763190963,42.74393360512079,3.9447802830608,4.423721590898398,208.0309071456213,4.0099032945476605,4.557401331156861,,20.192107856214697,,,,,24.04650347536982,,0.2597548845907894,-12.951870348560146,3.5871571339658925,38.27420325814781,-1.4669260700388886
Pidilite Industries Ltd,PIDILITIND,Diversified Chemicals,151919.0668113,16.855547034210293,30.02798282731568,12.733002953616664,18.12645166433783,13.810027278593006,47.48075796053915,1.252313466381922,6.519695534012933,0.0,1.8922600824684104,83.8835417371,87.84597185771784,20.40299476912189,12.13155267669597,97.5359481829388,19.356203167894463,12.112898463207438,144.15755907633385,54.73638380892756,0.6141611555934077,-0.1875927013058778,0.116868085827916,-0.0676190885523198,-0.0867617649715663,,0.5353254736682652,5.628598059104117,7.872942502539412,35.769793788729686,21.30330785063217
