Name,Ticker,Sub-Sector,Market Cap,Return on Investment,ROCE,Return on Assets,Return on Equity,Net Profit Margin,Interest Coverage Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Inventory Turnover Ratio,Current Ratio,Cash Conversion Cycle,PE Ratio,PB Ratio,Price / Sales,Price / CFO,EV / Invested Capital,EV / Revenue Ratio,EV / Free Cash Flow,EV/EBITDA Ratio,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Insider Trades - 3M Cumulative,Bulk Deals - 3M Cumulative,Dividend Yield,1Y Historical Revenue Growth,1Y Forward Revenue Growth,1Y Historical EPS Growth,1Y Forward EPS Growth
DLF Ltd,DLF,Real Estate,210092.08104675,5.918142401820512,6.057361777677267,3.924904295960185,5.49677321109102,39.191675025940114,7.033216439893395,0.1341507815424253,0.4922256133685285,0.0,2.304092626120387,2560.9773451203,77.03892465842709,5.573933306256333,30.192844995609587,88.45014063586723,5.135416742962003,30.278053536727143,91.1456492034462,79.35583894428873,-0.6979542397881753,0.7776650897476927,-0.6242803668945283,0.0,,,0.5891016200294551,15.738156463422335,8.867718450090111,33.98925745332361,22.10081669691471
Macrotech Developers Ltd,LODHA,Real Estate,119340.106181805,4.447147939859977,16.428070681194278,1.255575534464476,3.9102576977925914,14.796313099957018,5.225927469779075,0.2700893375400832,0.9253252492399068,0.0,1.4983863396314985,1836.0658152079,77.0383488359725,9.373462002859396,11.398835300807583,43.396402247929096,5.811624293896707,12.091475828053394,47.59802458332269,46.69040909593369,0.1134028942149831,2.6955159417075443,-0.1587945643444385,-2.75924112439526,,-0.5160040287688337,0.1816698511812241,8.930206425836529,34.053606754088456,217.27188479720613,60.34888344201936
Godrej Properties Ltd,GODREJPROP,Real Estate,79319.67170271999,4.743760461791684,12.362728749648571,2.7934779898535487,6.362662521324325,16.627158433364816,7.574123989218328,0.2132525814701265,0.6478469510664623,0.0,1.463243571814051,3218.4034888504,109.36571442734432,8.540797952301833,18.18441060961586,,5.260048677128191,18.954087543838085,,69.08977629629133,0.857939559759382,-0.0654603308575474,1.026389812034982,-0.0003861676962415,,,,43.532741033234565,-7.372078102504378,26.93858731418092,32.919892679187434
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,63368.59786436,12.836220403226156,17.565682967904557,11.107984312087854,16.834775168322118,39.90786350209834,12.333684306903498,0.2815647202196938,0.6338112674466082,0.0,3.7886211007834927,1848.4207317601,32.89141381935015,5.189842349162825,13.126260530936568,,4.117571076788032,13.778240181364728,,24.260987881328667,0.7879365714683413,-0.4397379436364694,0.7451670326219695,0.0,,,0.1147578609134725,6.956959063809243,16.943141635008562,1.1650190525271078,12.99706812606152
Prestige Estates Projects Ltd,PRESTIGE,Real Estate,62590.53865556,8.884868688511265,15.00222915737852,2.8349495274833307,9.433281916705075,10.353205008409654,2.7534093726754287,0.2738233740354384,2.9420592182926635,0.0072183791037179,1.116032290972782,,66.4584186191972,6.101334372038797,6.880576324992579,40.656407051354336,3.5814720025794773,7.747605027708947,,24.573793115606684,1.7925630771358367,-2.0134694649541096,1.5789320172789605,0.0,,,0.0960676316126553,22.793968763920567,1.7662096698802725,-18.104347826086894,40.524887528977416
Phoenix Mills Ltd,PHOENIXLTD,Real Estate,54330.163461675,10.93381570435908,13.55961199365806,8.407766305449996,13.291622256550012,39.73302379570519,5.890569681364663,0.2116065051751436,2.522201619986338,0.1316822496609806,1.3443771790685315,,40.69766621098225,4.9051797623053455,16.17041339990625,40.065014904815456,3.8913617588159,17.761338590018898,,26.62857412068334,-1.9179347033667948,2.0192372127543514,-1.807573023091669,-0.0086887679203826,,,0.1643736578539768,115.66255006675568,22.53833117549891,451.8131660173355,-4.7622340969640335
Embassy Office Parks REIT,EMBASSY,Real Estate,32216.064643341,5.098423151698263,5.167597699036959,2.0563931197872503,4.046935433868141,24.23720546677795,2.0016831610316026,0.0848444810440691,-0.9145345622225772,19.12903225806452,0.2532034599846333,4.1277827626,33.41811421152974,1.384198218168081,8.099617004570986,12.434314193269136,1.196653295776024,12.104512063754187,50.07223421597159,15.307110496086542,10.180171956256917,13.599913592846663,9.745743516317315,-23.58884575947665,,0.0,7.811861963469806,9.228817329503316,16.478325932751755,90.53859076983883,13.944930629669177
Brigade Enterprises Ltd,BRIGADE,Real Estate,27511.269381615,9.328194144101287,9.353807840680275,1.852193779600953,9.678951493974948,8.067114762811714,1.640308649084418,0.2295980451572737,3.81084602359941,0.1804634796322686,1.1096977279608775,,94.40743070455711,8.75101609578756,7.615955779558567,28.465725145752067,3.9225379565828087,8.446109254333782,47.453960527599776,29.716036876280786,-1.167538514866095,1.1387481847618837,-0.7444903726736101,-0.0313689450368244,,,0.1677348993239769,17.733792667385863,22.55139356424682,236.92723595907097,18.8065244054768
Nexus Select Trust,NXST,Real Estate,20173.74,,-28975.510204081656,-0.0649419979901002,-0.342843860770527,29.86438885174578,2.527083951349748,0.4412225386157227,8.875083027055748,0.0,0.9388137356919876,,33.703789093825186,,10.06543063275224,,,10.065425643379603,,14.703456167458675,-0.5740895049504946,0.845604092409241,-0.0713093729372955,0.0,,,,,,2430.3431077118644,2404.159477288136
Mindspace Business Parks REIT,MINDSPACE,Real Estate,20155.501969816,6.882450100495514,7.281507433008236,5.948237222585065,6.98867620196865,82.83635326009416,6.229522952295229,0.0718070869671008,4.695360911070174,,1.2578515195124016,-226.3134893001,17.357476722197728,1.212229771803113,14.378300734638325,13.203735322512935,1.1604396912407713,16.639536288925665,52.61741928674938,16.851106754671292,0.017396599822971,-0.0603136650538651,0.0,0.0,,,1.4034365070024712,9.327717984713768,20.08580028969776,1.0529979984335422,51.13274965034961
Signatureglobal (India) Ltd,SIGNATURE,Real Estate,18091.454019705,0.5241090146750478,2.515837498547019,-1.2195774169025615,,1.2215377181856613,1.148209549071618,0.2529997593316296,2.2003754339917285,0.0,1.2244948924123529,1721.8693152154,1118.1368368173676,360.5311681886189,13.6584632026522,,10.79007124484626,14.454863516718756,,340.3792714614221,-0.546370524930377,0.4214526281135438,-0.546013256742151,0.0,0.0,,,-16.477917623023174,244.95852492889435,122.79567172122158,3718.5154188968777
Sobha Ltd,SOBHA,Real Estate,17665.514350515,7.811992011518283,12.501665873393634,0.8645179275464313,4.237839596551177,3.062517083378654,1.5821620753353158,0.2822899934953738,2.9413956463855304,0.05303011839713,1.112094752110796,,169.5346866652106,7.081274692752176,5.192028741374547,15.358512228649552,4.255424482200636,5.655059575219768,18.738745958818654,41.66239601263448,0.3263727302869021,0.7479799881181943,0.9215215766998276,0.0,,0.0,0.1610695014898929,28.62511010384732,35.86344465573133,-39.83486344477149,271.35314677027185
Anant Raj Ltd,ANANTRAJ,Real Estate,13181.597981915,4.61586223084864,8.882623818278303,3.4569488400394843,5.462793934245487,17.15677893657035,10.204854088413754,0.3478772087745926,0.9122560752484988,0.0,5.703284614175704,557.0305122395,50.52162807832203,4.61172382758687,8.667884044553967,,3.596538098762238,9.370075083127295,,38.38235146643772,2.058387920586955,2.5667086684898344,1.1737556153687547,-3.2944710941016595,,0.8022306083775986,0.1794853134457591,51.338494914714495,,63.07482971148752,
Valor Estate Ltd,DBREALTY,Real Estate,11309.71061934,-0.7125495486393818,-0.1765882118712304,-1.0503842770095082,-4.550088479536434,-6.407884008649724,-0.1124793236537409,0.1639206133556163,1.501485037844513,0.0,1.1373991866687545,,-125.13510311285675,5.259621083360846,8.018512261576092,117.39371620656009,2.7643754185936404,9.893835739898613,146.16906483020844,,0.5950745045594218,3.081497927045974,0.0105192190835233,-3.4457461230189,-0.00212974532318,-0.8518981292720313,,82.12750022597264,,-375.9196699577837,
